Dev1/ai1_Time/s,Dev1/ai1
9.789938812,0.007545653
9.79993875,0.004328342
9.809938687,0.007545653
9.819938625,0.007545653
9.829938562,0.001111032
9.8399385,0.007545653
9.849938437,0.007545653
9.859938375,0.001111032
9.869938312,0.004328342
9.87993825,0.007545653
9.889938187,0.004328342
9.899938125,0.010762963
9.909938062,0.004328342
9.919938,0.007545653
9.929937937,0.004328342
9.939937875,0.004328342
9.949937812,0.007545653
9.95993775,0.004328342
9.969937687,0.004328342
9.979937625,0.007545653
9.989937562,0.004328342
9.9999375,0.007545653
10.00993744,0.004328342
10.01993737,0.001111032
10.02993731,0.004328342
10.03993725,0.010762963
10.04993719,0.001111032
10.05993712,0.004328342
10.06993706,0.004328342
10.079937,0.004328342
10.08993694,0.004328342
10.09993687,0.004328342
10.10993681,0.007545653
10.11993675,0.004328342
10.12993669,0.007545653
10.13993662,0.004328342
10.14993656,0.004328342
10.1599365,0.010762963
10.16993644,0.010762963
10.17993637,0.007545653
10.18993631,0.004328342
10.19993625,0.007545653
10.20993619,0.007545653
10.21993612,0.010762963
10.22993606,0.004328342
10.239936,-0.002106279
10.24993594,0.007545653
10.25993587,0.007545653
10.26993581,0.010762963
10.27993575,0.007545653
10.28993569,0.013980274
10.29993562,0.004328342
10.30993556,0.010762963
10.3199355,0.007545653
10.32993544,-0.002106279
10.33993537,0.007545653
10.34993531,0.001111032
10.35993525,0.007545653
10.36993519,0.007545653
10.37993512,0.001111032
10.38993506,0.007545653
10.399935,0.007545653
10.40993494,0.007545653
10.41993487,0.010762963
10.42993481,0.004328342
10.43993475,0.010762963
10.44993469,0.004328342
10.45993462,0.004328342
10.46993456,0.004328342
10.4799345,0.007545653
10.48993444,0.007545653
10.49993437,0.004328342
10.50993431,0.004328342
10.51993425,0.004328342
10.52993419,0.004328342
10.53993412,0.004328342
10.54993406,0.010762963
10.559934,0.004328342
10.56993394,0.010762963
10.57993387,0.007545653
10.58993381,0.001111032
10.59993375,0.004328342
10.60993369,0.004328342
10.61993362,0.004328342
10.62993356,0.001111032
10.6399335,0.001111032
10.64993344,0.004328342
10.65993337,0.010762963
10.66993331,0.007545653
10.67993325,0.001111032
10.68993319,0.007545653
10.69993312,0.004328342
10.70993306,0.010762963
10.719933,0.004328342
10.72993294,0.007545653
10.73993287,0.007545653
10.74993281,0.007545653
10.75993275,0.007545653
10.76993269,0.007545653
10.77993262,0.007545653
10.78993256,0.007545653
10.7999325,0.004328342
10.80993244,0.007545653
10.81993237,0.007545653
10.82993231,0.004328342
10.83993225,0.004328342
10.84993219,0.010762963
10.85993212,0.001111032
10.86993206,0.004328342
10.879932,0.004328342
10.88993194,0.001111032
10.89993187,0.007545653
10.90993181,0.007545653
10.91993175,0.010762963
10.92993169,0.001111032
10.93993162,-0.002106279
10.94993156,0.001111032
10.9599315,0.001111032
10.96993144,0.007545653
10.97993137,0.010762963
10.98993131,0.004328342
10.99993125,0.007545653
11.00993119,0.004328342
11.01993112,0.010762963
11.02993106,0.010762963
11.039931,0.010762963
11.04993094,0.010762963
11.05993087,0.007545653
11.06993081,0.004328342
11.07993075,0.007545653
11.08993069,0.004328342
11.09993062,0.001111032
11.10993056,0.001111032
11.1199305,0.004328342
11.12993044,0.007545653
11.13993037,0.004328342
11.14993031,0.004328342
11.15993025,0.010762963
11.16993019,0.004328342
11.17993012,0.007545653
11.18993006,0.007545653
11.19993,0.004328342
11.20992994,0.007545653
11.21992987,0.004328342
11.22992981,0.010762963
11.23992975,0.007545653
11.24992969,0.007545653
11.25992962,0.007545653
11.26992956,0.001111032
11.2799295,0.007545653
11.28992944,0.004328342
11.29992937,0.004328342
11.30992931,0.001111032
11.31992925,0.004328342
11.32992919,0.010762963
11.33992912,0.004328342
11.34992906,0.007545653
11.359929,0.004328342
11.36992894,0.004328342
11.37992887,0.007545653
11.38992881,0.004328342
11.39992875,0.004328342
11.40992869,0.004328342
11.41992862,0.007545653
